Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Target
120414,1,1,56,203,56,56,56.0,0.0,203,203,203.0,0.0,2150.912685,16.60936436,120414.0,0.0,120414,120414,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,8.30468218,8.30468218,56,203,105.0,84.87048957,7203.0,0,0,0,0,0,0,0,0,1,157.5,56.0,203.0,32,0,0,0,0,0,0,1,56,1,203,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
5,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,600000.0,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,0,0,0,0,96,0,600000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,12576,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
5348167,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.747919801,1782722.333,3087004.437,5347288,127,5348167,2674083.5,3780482.059,5347288,879,0,0.0,0.0,0,0,0,0,0,0,104,40,0.560939851,0.18697995,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
5485389,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.18762972,0.729209907,1828463.0,3139165.663,5453212,55,5485389,2742694.5,3833250.61,5453212,32177,0,0.0,0.0,0,0,0,0,0,0,72,32,0.54690743,0.182302477,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
115432118,24,20,3696,7167,2896,0,154.0,590.4912472,2896,0,358.35,791.4052974,94.10725705,0.381176407,2684467.86,4474601.661,10200000,1,115000000,5018787.739,5118140.678,10200000,3,113000000,5937842.263,5160688.431,10200000,1,0,0,0,0,776,648,0.207914404,0.173262003,0,2896,241.4,681.4908924,464429.8364,0,0,0,1,0,0,0,0,0,246.8863636,154.0,358.35,776,0,0,0,0,0,0,24,3696,20,7167,29200,8023,5,32,58344.0,117144.61,411548,22802,10200000.0,64459.93901,10200000,10000000,0
253398,10,12,528,4200,193,0,52.8,77.41059359,1398,0,350.0,545.9084172,18658.39509,86.81994333,12066.57143,16277.37011,41870,1,218733,24303.66667,24829.93101,77021,18,218773,19888.45455,28472.97683,69831,1,0,0,0,0,340,392,39.4636106,47.35633273,0,1398,205.5652174,418.7684136,175366.9842,0,0,0,1,0,0,0,0,1,214.9090909,52.8,350.0,340,0,0,0,0,0,0,10,528,12,4200,29200,118,4,32,0.0,0.0,0,0,0.0,0.0,0,0,0
118530064,22,19,1397,5029,1008,0,63.5,217.4501037,1418,0,264.6842105,512.3411464,54.21409373,0.345903804,2963251.6,4481758.84,10000000,4,119000000,5644288.762,4864330.527,10100000,4,114000000,6314872.5,4864134.118,10100000,48,0,0,0,0,712,616,0.185606919,0.160296885,0,1418,153.0,387.4395626,150109.4146,0,0,0,1,0,0,0,0,0,156.7317073,63.5,264.6842105,712,0,0,0,0,0,0,22,1397,19,5029,29200,370,4,32,321162.1818,944251.9972,3168189,36265,10000000.0,5647.027501,10000000,10000000,0
201,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1034825.871,19900.49751,67.0,33.77869151,106,47,47,47.0,0.0,47,47,48,48.0,0.0,48,48,0,0,0,0,64,64,9950.248756,9950.248756,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,64,0,0,0,0,0,0,2,72,2,136,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
23438,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,4607.901698,85.33151293,23438.0,0.0,23438,23438,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,42.66575646,42.66575646,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,20,0,0,0,0,0,0,1,46,1,62,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
5969028,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.670125856,1989676.0,3445533.179,5968235,75,5969028,2984514.0,4219618.705,5968235,793,0,0.0,0.0,0,0,0,0,0,0,104,40,0.502594392,0.167531464,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
5212711,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.767355029,1737570.333,3008976.409,5212037,82,5212711,2606355.5,3684990.117,5212037,674,0,0.0,0.0,0,0,0,0,0,0,104,40,0.575516272,0.191838757,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
1000008,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,11.999904,1.999984,1000008.0,0.0,1000008,1000008,1000008,1000008.0,0.0,1000008,1000008,0,0.0,0.0,0,0,0,0,0,0,40,0,1.999984,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,5054,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
5420533,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.737934812,1806844.333,3128799.691,5419671,96,5420533,2710266.5,3831676.59,5419671,862,0,0.0,0.0,0,0,0,0,0,0,104,40,0.553451109,0.184483703,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
31154,4,2,204,322,51,51,51.0,0.0,161,161,161.0,0.0,16883.86724,192.5916415,6230.8,11292.25377,26041,3,26047,8682.333333,15033.04631,26041,3,4,4.0,0.0,4,4,0,0,0,0,128,64,128.3944277,64.19721384,51,161,82.42857143,53.67450401,2880.952381,0,0,0,0,0,0,0,0,0,96.16666667,51.0,161.0,128,0,0,0,0,0,0,4,204,2,322,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0
10729728,29,22,8238,4208,3120,0,284.0689655,669.1816394,420,0,191.2727273,150.7777241,1159.954847,4.753149381,214594.56,1153652.969,7640756,1,10700000,383204.5714,1532435.871,7640756,1,10700000,510935.2381,1774678.521,7703164,4,0,0,0,0,604,464,2.702771217,2.050378164,0,3120,239.3461538,508.4011803,258471.7602,0,0,0,1,0,0,0,0,0,244.0392157,284.0689655,191.2727273,604,0,0,0,0,0,0,29,8238,22,4208,8192,2050,27,20,3088716.0,0.0,3088716,3088716,7640756.0,0.0,7640756,7640756,0
3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,7783,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
23887,2,2,72,246,36,36,36.0,0.0,123,123,123.0,0.0,13312.68054,167.4551011,7962.333333,13708.02744,23791,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,40,83.72755055,83.72755055,36,123,70.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,88.5,36.0,123.0,64,0,0,0,0,0,0,2,72,2,246,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
46776,4,2,120,130,30,30,30.0,0.0,65,65,65.0,0.0,5344.621173,128.2709082,9355.2,14165.00278,31990,4,32004,10668.0,18465.3939,31990,4,47,47.0,0.0,47,47,0,0,0,0,80,40,85.51393877,42.75696939,30,65,40.0,17.07825128,291.6666667,0,0,0,0,0,0,0,0,0,46.66666667,30.0,65.0,80,0,0,0,0,0,0,4,120,2,130,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
5225427,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.765487682,1741809.0,3016140.467,5224548,104,5225427,2612713.5,3693691.773,5224548,879,0,0.0,0.0,0,0,0,0,0,0,104,40,0.574115761,0.19137192,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19230.76923,19230.76923,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,160,1091,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
5289340,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.756238018,1763113.333,3053050.178,5288472,125,5289340,2644670.0,3738900.645,5288472,868,0,0.0,0.0,0,0,0,0,0,0,104,40,0.567178514,0.189059505,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1176,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
49,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20408.16327,20408.16327,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1174,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
5208136,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.768029099,1736045.333,3006140.182,5207237,131,5208136,2604068.0,3681436.905,5207237,899,0,0.0,0.0,0,0,0,0,0,0,104,40,0.576021824,0.192007275,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,119,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
65457,2,2,64,120,32,32,32.0,0.0,60,60,60.0,0.0,2811.005698,61.10881953,21819.0,37750.92008,65410,1,1,1.0,0.0,1,1,46,46.0,0.0,46,46,0,0,0,0,80,64,30.55440977,30.55440977,32,60,43.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,54.0,32.0,60.0,80,0,0,0,0,0,0,2,64,2,120,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
5263617,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.759933711,1754539.0,3038177.348,5262724,123,5263617,2631808.5,3720676.382,5262724,893,0,0.0,0.0,0,0,0,0,0,0,104,40,0.569950283,0.189983428,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
116123586,22,18,1401,3599,709,0,63.68181818,165.3585963,1400,0,199.9444444,432.1992286,43.05757488,0.344460599,2977527.846,4531143.292,10000000,4,116000000,5529694.571,4955852.71,10000000,4,111000000,6526454.706,4893841.815,10000000,47,0,0,0,0,464,504,0.189453329,0.15500727,0,1400,121.9512195,314.1977841,98720.24756,0,0,0,1,0,0,0,0,0,125.0,63.68181818,199.9444444,464,0,0,0,0,0,0,22,1401,18,3599,8192,14180,20,20,84444.0,171183.0916,628023,34846,9592521.167,1403175.411,10000000,5138976,0
110180,1,1,44,140,44,44,44.0,0.0,140,140,140.0,0.0,1669.994554,18.15211472,110180.0,0.0,110180,110180,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,40,9.076057361,9.076057361,44,140,76.0,55.42562584,3072.0,0,0,0,0,0,0,0,0,1,114.0,44.0,140.0,40,0,0,0,0,0,0,1,44,1,140,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0
5444258,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.734719038,1814752.667,3142469.612,5443364,117,5444258,2722129.0,3848407.443,5443364,894,0,0.0,0.0,0,0,0,0,0,0,104,40,0.551039278,0.183679759,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
116132660,22,20,5015,5295,4632,0,227.9545455,985.0196265,1418,0,264.75,521.2598983,88.77778224,0.361655369,2832503.902,4477387.631,10000000,1,116000000,5530126.667,4981319.699,10100000,1,111000000,5831011.895,5080856.986,10100000,1,0,0,0,0,712,648,0.189438527,0.172216842,0,4632,239.7674419,780.8893537,609788.1827,0,0,0,1,0,0,0,0,0,245.4761905,227.9545455,264.75,712,0,0,0,0,0,0,22,5015,20,5295,29200,434,4,32,57836.83333,74399.56204,294087,36177,9619884.75,1358259.099,10000000,5306901,0
5262915,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.760035076,1754305.0,3037798.891,5262053,153,5262915,2631457.5,3720223.833,5262053,862,0,0.0,0.0,0,0,0,0,0,0,104,40,0.570026307,0.190008769,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
67115968,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.86072012,0.059598336,22400000.0,38500000.0,66900000,115916,67000000,67000000.0,0.0,67000000,67000000,67000000,67000000.0,0.0,67000000,67000000,0,0,0,0,64,64,0.029799168,0.029799168,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,115916.0,0.0,115916,115916,66900000.0,0.0,66900000,66900000,0
141,2,2,92,124,46,46,46.0,0.0,62,62,62.0,0.0,1531914.894,28368.79433,47.0,76.21023553,135,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,14184.39716,14184.39716,46,62,52.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,65.5,46.0,62.0,40,0,0,0,0,0,0,2,92,2,124,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6905945,46,72,3917,104379,453,0,85.15217391,167.8937452,4344,0,1449.708333,1038.059097,15681.56132,17.08672745,59025.17094,471656.4267,5072604,0,1833341,40740.91111,96354.78336,621070,1,6834197,96256.29577,605671.183,5072670,1,0,0,0,0,1484,2312,6.66092765,10.4257998,0,4344,910.0504202,1053.137104,1109097.76,0,0,0,1,0,0,0,0,1,917.7627119,85.15217391,1449.708333,1484,0,0,0,0,0,0,46,3917,72,104379,65535,8297,12,32,0.0,0.0,0,0,0.0,0.0,0,0,0
5105668,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.783443028,1701889.333,2946979.389,5104768,129,5105668,2552834.0,3608979.673,5104768,900,0,0.0,0.0,0,0,0,0,0,0,104,40,0.587582271,0.195860757,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
44302775,2,2,103,254,54,49,51.5,3.535533906,144,110,127.0,24.04163056,8.058185971,0.090287798,14800000.0,25500000.0,44200000,30605,44200000,44200000.0,0.0,44200000,44200000,44300000,44300000.0,0.0,44300000,44300000,0,0,0,0,52,40,0.045143899,0.045143899,49,144,82.2,42.67551991,1821.2,0,0,0,0,0,0,0,0,1,102.75,51.5,127.0,52,0,0,0,0,0,0,2,103,2,254,-1,-1,1,20,30605.0,0.0,30605,30605,44200000.0,0.0,44200000,44200000,0
160555,4,2,120,264,30,30,30.0,0.0,132,132,132.0,0.0,2391.703778,37.37037152,32111.0,55619.20309,128466,4,32040,10680.0,18491.37442,32032,4,49,49.0,0.0,49,49,0,0,0,0,104,40,24.91358102,12.45679051,30,132,59.14285714,49.77090372,2477.142857,0,0,0,0,0,0,0,0,0,69.0,30.0,132.0,104,0,0,0,0,0,0,4,120,2,264,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
82,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24390.2439,82.0,0.0,82,82,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12195.12195,12195.12195,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,972,302,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
74,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,162162.1622,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13513.51351,13513.51351,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,58,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
5361343,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.746081719,1787114.333,3094583.027,5360431,125,5361343,2680671.5,3789752.229,5360431,912,0,0.0,0.0,0,0,0,0,0,0,104,40,0.559561289,0.18652043,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
5535654,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.722588514,1845218.0,3195382.603,5534928,111,5535654,2767827.0,3913271.763,5534928,726,0,0.0,0.0,0,0,0,0,0,0,104,40,0.541941386,0.180647129,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
109606,2,2,64,244,32,32,32.0,0.0,122,122,122.0,0.0,2810.065142,36.4943525,36535.33333,63274.1254,109598,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,88,64,18.24717625,18.24717625,32,122,68.0,49.29503018,2430.0,0,0,0,0,0,0,0,0,1,85.0,32.0,122.0,88,0,0,0,0,0,0,2,64,2,244,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,0
5891669,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.678924766,1963889.667,3400795.464,5890790,99,5891669,2945834.5,4164796.009,5890790,879,0,0.0,0.0,0,0,0,0,0,0,104,40,0.509193575,0.169731192,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
88,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,136363.6364,22727.27273,88.0,0.0,88,88,88,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0,0,0,40,0,22727.27273,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,377,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
24153,2,2,68,196,34,34,34.0,0.0,98,98,98.0,0.0,10930.31922,165.6108972,8051.0,13900.59197,24102,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,82.8054486,82.8054486,34,98,59.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,74.5,34.0,98.0,64,0,0,0,0,0,0,2,68,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
998759,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12.0149105,2.002485084,998759.0,0.0,998759,998759,998759,998759.0,0.0,998759,998759,0,0.0,0.0,0,0,0,0,0,0,40,0,2.002485084,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,5436,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
206,2,2,74,226,37,37,37.0,0.0,113,113,113.0,0.0,1456310.68,19417.47573,68.66666667,77.79674372,155,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,80,80,9708.737864,9708.737864,37,113,67.4,41.62691437,1732.8,0,0,0,0,0,0,0,0,1,84.25,37.0,113.0,80,0,0,0,0,0,0,2,74,2,226,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
234,2,2,84,564,42,42,42.0,0.0,282,282,282.0,0.0,2769230.769,17094.01709,78.0,129.0387539,227,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,8547.008547,8547.008547,42,282,138.0,131.4534138,17280.0,0,0,0,0,0,0,0,0,1,172.5,42.0,282.0,64,0,0,0,0,0,0,2,84,2,564,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
31389,2,2,72,184,36,36,36.0,0.0,92,92,92.0,0.0,8155.723343,127.4331772,10463.0,18080.02763,31340,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,64,63.71658861,63.71658861,36,92,58.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,73.0,36.0,92.0,40,0,0,0,0,0,0,2,72,2,184,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1037,1,1,47,106,47,47,47.0,0.0,106,106,106.0,0.0,147540.9836,1928.640309,1037.0,0.0,1037,1037,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,964.3201543,964.3201543,47,106,66.66666667,34.06366588,1160.333333,0,0,0,0,0,0,0,0,1,100.0,47.0,106.0,32,0,0,0,0,0,0,1,47,1,106,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
5086669,9,8,752,3728,517,0,83.55555556,173.3451118,1448,0,466.0,636.7533723,880.7335409,3.34206924,317916.8125,1228236.496,4923385,4,5086669,635833.625,1732654.123,4923385,4,86935,12419.28571,19750.29468,43943,48,0,0,0,0,296,264,1.769330774,1.572738466,0,1448,248.8888889,470.521099,221390.1046,0,0,0,1,0,0,0,0,0,263.5294118,83.55555556,466.0,296,0,0,0,0,0,0,9,752,8,3728,29200,12579,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0
142,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1211267.606,28169.01408,47.33333333,75.05553499,134,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,14084.50704,14084.50704,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
86995,1,1,54,70,54,54,54.0,0.0,70,70,70.0,0.0,1425.369274,22.989827,86995.0,0.0,86995,86995,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11.4949135,11.4949135,54,70,59.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,89.0,54.0,70.0,20,0,0,0,0,0,0,1,54,1,70,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
5937688,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.67366288,1979229.333,3427348.089,5936790,136,5937688,2968844.0,4197309.486,5936790,898,0,0.0,0.0,0,0,0,0,0,0,104,40,0.50524716,0.16841572,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
